codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado,detalle_error
PROD010008,NOM_PROD10008,DES_PROD10008,4,2,48,2,3700,0,3344,10.66,S,45,57,A,"categoria no existe (id: 4)"
PROD010009,NOM_PROD10009,DES_PROD10009,4,2,429,5,2525,0,2225,13.49,N,407,514,A,"categoria no existe (id: 4)"
PROD010013,NOM_PROD10013,DES_PROD10013,4,3,19,2,4776,0,4090,16.79,S,18,22,A,"categoria no existe (id: 4)"
PROD010015,NOM_PROD10015,DES_PROD10015,5,3,28,3,3393,0,2898,17.11,N,26,33,A,"categoria no existe (id: 5)"
PROD010020,NOM_PROD10020,DES_PROD10020,4,1,110,2,5366,0,4598,16.71,S,104,132,I,"categoria no existe (id: 4)"
PROD010022,NOM_PROD10022,DES_PROD10022,5,2,18,1,5647,0,4756,18.74,N,17,21,I,"categoria no existe (id: 5)"
PROD010023,NOM_PROD10023,DES_PROD10023,5,3,31,1,3846,0,3410,12.81,S,29,37,I,"categoria no existe (id: 5)"
PROD010028,NOM_PROD10028,DES_PROD10028,4,1,355,4,5035,0,4316,16.68,N,337,426,A,"categoria no existe (id: 4)"
PROD010029,NOM_PROD10029,DES_PROD10029,5,1,479,1,2519,0,2257,11.63,S,455,574,A,"categoria no existe (id: 5)"
PROD010037,NOM_PROD10037,DES_PROD10037,5,3,130,5,5563,0,4724,17.78,N,123,156,I,"categoria no existe (id: 5)"
PROD010039,NOM_PROD10039,DES_PROD10039,5,3,219,4,3581,0,2985,19.99,N,208,262,I,"categoria no existe (id: 5)"
PROD010041,NOM_PROD10041,DES_PROD10041,4,2,37,3,2261,0,1981,14.14,S,35,44,I,"categoria no existe (id: 4)"
PROD010042,NOM_PROD10042,DES_PROD10042,4,3,396,2,3112,0,2727,14.13,S,376,475,I,"categoria no existe (id: 4)"
PROD010045,NOM_PROD10045,DES_PROD10045,5,1,36,4,2172,0,1896,14.6,S,34,43,I,"categoria no existe (id: 5)"
PROD010047,NOM_PROD10047,DES_PROD10047,5,1,57,1,2444,0,2162,13.08,N,54,68,I,"categoria no existe (id: 5)"
PROD010048,NOM_PROD10048,DES_PROD10048,4,1,386,2,3662,0,3304,10.84,N,366,463,A,"categoria no existe (id: 4)"
PROD010049,NOM_PROD10049,DES_PROD10049,4,2,340,4,4043,0,3546,14.04,S,323,408,A,"categoria no existe (id: 4)"
PROD010050,NOM_PROD10050,DES_PROD10050,5,3,181,4,2355,0,1963,20.0,S,171,217,A,"categoria no existe (id: 5)"
PROD010051,NOM_PROD10051,DES_PROD10051,5,2,376,2,3123,0,2729,14.47,S,357,451,A,"categoria no existe (id: 5)"
PROD010054,NOM_PROD10054,DES_PROD10054,5,2,276,4,3639,0,3158,15.25,S,262,331,A,"categoria no existe (id: 5)"
PROD010059,NOM_PROD10059,DES_PROD10059,5,1,157,2,3037,0,2600,16.84,N,149,188,I,"categoria no existe (id: 5)"
PROD010064,NOM_PROD10064,DES_PROD10064,4,1,456,2,3704,0,3183,16.39,S,433,547,A,"categoria no existe (id: 4)"
PROD010065,NOM_PROD10065,DES_PROD10065,5,3,215,2,2557,0,2290,11.69,S,204,258,A,"categoria no existe (id: 5)"
PROD010071,NOM_PROD10071,DES_PROD10071,5,1,298,5,2491,0,2131,16.94,S,283,357,A,"categoria no existe (id: 5)"
PROD010073,NOM_PROD10073,DES_PROD10073,5,1,375,3,3624,0,3159,14.74,S,356,450,A,"categoria no existe (id: 5)"
PROD010074,NOM_PROD10074,DES_PROD10074,4,3,58,4,3861,0,3440,12.24,S,55,69,I,"categoria no existe (id: 4)"
PROD010079,NOM_PROD10079,DES_PROD10079,4,2,443,3,2482,0,2231,11.26,N,420,531,I,"categoria no existe (id: 4)"
PROD010082,NOM_PROD10082,DES_PROD10082,5,1,172,3,3291,0,2941,11.93,N,163,206,I,"categoria no existe (id: 5)"
PROD010085,NOM_PROD10085,DES_PROD10085,5,2,392,2,5541,0,4655,19.05,S,372,470,I,"categoria no existe (id: 5)"
PROD010088,NOM_PROD10088,DES_PROD10088,5,2,217,1,5547,0,4719,17.55,S,206,260,I,"categoria no existe (id: 5)"
PROD010093,NOM_PROD10093,DES_PROD10093,5,2,393,2,5246,0,4564,14.96,N,373,471,A,"categoria no existe (id: 5)"
PROD010094,NOM_PROD10094,DES_PROD10094,4,1,54,5,4568,0,3811,19.87,S,51,64,I,"categoria no existe (id: 4)"
PROD010096,NOM_PROD10096,DES_PROD10096,4,3,155,4,5550,0,4816,15.26,S,147,186,A,"categoria no existe (id: 4)"
PROD010097,NOM_PROD10097,DES_PROD10097,4,3,15,1,2492,0,2107,18.28,S,14,18,I,"categoria no existe (id: 4)"
PROD010099,NOM_PROD10099,DES_PROD10099,5,2,438,5,2772,0,2331,18.96,N,416,525,I,"categoria no existe (id: 5)"
PROD010106,NOM_PROD10106,DES_PROD10106,4,2,283,4,2121,0,1916,10.71,N,268,339,I,"categoria no existe (id: 4)"
PROD010107,NOM_PROD10107,DES_PROD10107,5,1,72,2,3322,0,2964,12.08,N,68,86,I,"categoria no existe (id: 5)"
PROD010108,NOM_PROD10108,DES_PROD10108,4,3,443,4,3911,0,3359,16.45,N,420,531,A,"categoria no existe (id: 4)"
PROD010110,NOM_PROD10110,DES_PROD10110,5,2,23,1,2628,0,2343,12.18,S,21,27,I,"categoria no existe (id: 5)"
PROD010112,NOM_PROD10112,DES_PROD10112,4,1,154,3,4253,0,3697,15.05,N,146,184,A,"categoria no existe (id: 4)"
PROD010114,NOM_PROD10114,DES_PROD10114,4,2,368,5,4128,0,3668,12.55,S,349,441,I,"categoria no existe (id: 4)"
PROD010115,NOM_PROD10115,DES_PROD10115,5,3,427,1,4761,0,4103,16.06,N,405,512,I,"categoria no existe (id: 5)"
PROD010117,NOM_PROD10117,DES_PROD10117,5,3,441,3,3018,0,2517,19.94,S,418,529,A,"categoria no existe (id: 5)"
PROD010118,NOM_PROD10118,DES_PROD10118,5,2,373,4,3933,0,3438,14.41,S,354,447,A,"categoria no existe (id: 5)"
PROD010123,NOM_PROD10123,DES_PROD10123,4,2,106,2,3159,0,2764,14.3,S,100,127,A,"categoria no existe (id: 4)"
PROD010126,NOM_PROD10126,DES_PROD10126,4,3,266,4,5713,0,4903,16.53,S,252,319,A,"categoria no existe (id: 4)"
PROD010127,NOM_PROD10127,DES_PROD10127,5,2,469,3,4621,0,3872,19.35,S,445,562,A,"categoria no existe (id: 5)"
PROD010130,NOM_PROD10130,DES_PROD10130,4,1,65,2,2508,0,2198,14.11,S,61,78,A,"categoria no existe (id: 4)"
PROD010131,NOM_PROD10131,DES_PROD10131,5,3,437,4,5320,0,4435,19.97,N,415,524,A,"categoria no existe (id: 5)"
PROD010133,NOM_PROD10133,DES_PROD10133,4,2,249,5,3796,0,3286,15.54,S,236,298,A,"categoria no existe (id: 4)"
PROD010137,NOM_PROD10137,DES_PROD10137,5,3,231,3,5524,0,4626,19.43,N,219,277,I,"categoria no existe (id: 5)"
PROD010138,NOM_PROD10138,DES_PROD10138,4,1,453,5,4616,0,3911,18.04,S,430,543,A,"categoria no existe (id: 4)"
PROD010139,NOM_PROD10139,DES_PROD10139,4,1,1,5,3292,0,2869,14.76,S,0,1,I,"categoria no existe (id: 4)"
PROD010140,NOM_PROD10140,DES_PROD10140,4,2,308,4,3140,0,2675,17.39,N,292,369,A,"categoria no existe (id: 4)"
PROD010142,NOM_PROD10142,DES_PROD10142,4,3,154,2,4975,0,4400,13.07,N,146,184,I,"categoria no existe (id: 4)"
PROD010145,NOM_PROD10145,DES_PROD10145,5,3,293,2,2840,0,2427,17.02,S,278,351,A,"categoria no existe (id: 5)"
PROD010146,NOM_PROD10146,DES_PROD10146,5,1,259,4,5411,0,4733,14.33,N,246,310,I,"categoria no existe (id: 5)"
PROD010147,NOM_PROD10147,DES_PROD10147,4,1,386,2,2942,0,2651,10.99,N,366,463,A,"categoria no existe (id: 4)"
PROD010148,NOM_PROD10148,DES_PROD10148,5,3,462,4,3140,0,2804,12.0,N,438,554,A,"categoria no existe (id: 5)"
PROD010150,NOM_PROD10150,DES_PROD10150,4,3,470,1,3670,0,3300,11.23,S,446,564,A,"categoria no existe (id: 4)"
PROD010152,NOM_PROD10152,DES_PROD10152,5,2,492,1,2184,0,1973,10.73,N,467,590,I,"categoria no existe (id: 5)"
PROD010153,NOM_PROD10153,DES_PROD10153,5,2,83,1,5782,0,4898,18.05,N,78,99,I,"categoria no existe (id: 5)"
PROD010155,NOM_PROD10155,DES_PROD10155,4,3,113,3,4068,0,3691,10.22,N,107,135,I,"categoria no existe (id: 4)"
PROD010156,NOM_PROD10156,DES_PROD10156,5,2,84,5,3980,0,3468,14.79,S,79,100,A,"categoria no existe (id: 5)"
PROD010159,NOM_PROD10159,DES_PROD10159,4,1,149,1,3924,0,3321,18.17,N,141,178,A,"categoria no existe (id: 4)"
PROD010162,NOM_PROD10162,DES_PROD10162,4,2,31,3,5847,0,4886,19.67,S,29,37,I,"categoria no existe (id: 4)"
PROD010163,NOM_PROD10163,DES_PROD10163,5,2,194,5,3962,0,3462,14.46,S,184,232,A,"categoria no existe (id: 5)"
PROD010164,NOM_PROD10164,DES_PROD10164,5,1,252,5,4019,0,3463,16.08,N,239,302,I,"categoria no existe (id: 5)"
PROD010165,NOM_PROD10165,DES_PROD10165,4,3,392,3,5413,0,4694,15.33,N,372,470,A,"categoria no existe (id: 4)"
PROD010166,NOM_PROD10166,DES_PROD10166,4,1,408,4,5042,0,4487,12.37,N,387,489,A,"categoria no existe (id: 4)"
PROD010168,NOM_PROD10168,DES_PROD10168,5,2,357,5,3605,0,3239,11.31,N,339,428,A,"categoria no existe (id: 5)"
PROD010169,NOM_PROD10169,DES_PROD10169,5,2,483,1,3534,0,3009,17.45,N,458,579,A,"categoria no existe (id: 5)"
PROD010170,NOM_PROD10170,DES_PROD10170,5,2,114,3,3984,0,3582,11.23,S,108,136,I,"categoria no existe (id: 5)"
PROD010171,NOM_PROD10171,DES_PROD10171,5,3,99,2,3850,0,3474,10.84,N,94,118,I,"categoria no existe (id: 5)"
PROD010172,NOM_PROD10172,DES_PROD10172,5,3,57,3,4742,0,4261,11.3,S,54,68,A,"categoria no existe (id: 5)"
PROD010178,NOM_PROD10178,DES_PROD10178,5,2,58,4,5428,0,4584,18.43,N,55,69,I,"categoria no existe (id: 5)"
PROD010180,NOM_PROD10180,DES_PROD10180,4,3,408,2,2769,0,2503,10.63,N,387,489,I,"categoria no existe (id: 4)"
PROD010181,NOM_PROD10181,DES_PROD10181,5,2,164,2,4467,0,3778,18.26,S,155,196,A,"categoria no existe (id: 5)"
PROD010183,NOM_PROD10183,DES_PROD10183,5,2,482,1,3624,0,3134,15.64,S,457,578,I,"categoria no existe (id: 5)"
PROD010186,NOM_PROD10186,DES_PROD10186,5,2,412,2,4472,0,3753,19.18,N,391,494,A,"categoria no existe (id: 5)"
PROD010189,NOM_PROD10189,DES_PROD10189,4,1,447,1,3960,0,3540,11.87,S,424,536,A,"categoria no existe (id: 4)"
PROD010192,NOM_PROD10192,DES_PROD10192,5,1,203,5,2828,0,2441,15.87,S,192,243,A,"categoria no existe (id: 5)"
PROD010193,NOM_PROD10193,DES_PROD10193,5,2,64,3,3592,0,3037,18.3,N,60,76,A,"categoria no existe (id: 5)"
PROD010196,NOM_PROD10196,DES_PROD10196,5,1,81,5,3207,0,2749,16.69,S,76,97,A,"categoria no existe (id: 5)"
PROD010199,NOM_PROD10199,DES_PROD10199,5,2,48,3,2511,0,2126,18.12,N,45,57,A,"categoria no existe (id: 5)"
PROD010201,NOM_PROD10201,DES_PROD10201,5,2,193,1,5113,0,4530,12.89,N,183,231,I,"categoria no existe (id: 5)"
PROD010203,NOM_PROD10203,DES_PROD10203,4,2,364,5,3804,0,3231,17.75,S,345,436,A,"categoria no existe (id: 4)"
PROD010205,NOM_PROD10205,DES_PROD10205,4,2,166,5,5771,0,4828,19.54,S,157,199,I,"categoria no existe (id: 4)"
PROD010206,NOM_PROD10206,DES_PROD10206,4,1,488,1,5073,0,4474,13.41,S,463,585,A,"categoria no existe (id: 4)"
PROD010207,NOM_PROD10207,DES_PROD10207,4,1,204,5,4675,0,4186,11.69,S,193,244,I,"categoria no existe (id: 4)"
PROD010209,NOM_PROD10209,DES_PROD10209,5,3,458,5,2612,0,2191,19.23,S,435,549,A,"categoria no existe (id: 5)"
PROD010214,NOM_PROD10214,DES_PROD10214,5,2,430,2,2813,0,2378,18.33,S,408,516,A,"categoria no existe (id: 5)"
PROD010217,NOM_PROD10217,DES_PROD10217,4,2,98,2,4729,0,4074,16.08,S,93,117,I,"categoria no existe (id: 4)"
PROD010221,NOM_PROD10221,DES_PROD10221,4,1,374,3,3673,0,3102,18.43,S,355,448,A,"categoria no existe (id: 4)"
PROD010224,NOM_PROD10224,DES_PROD10224,5,2,7,2,5060,0,4535,11.58,N,6,8,A,"categoria no existe (id: 5)"
PROD010226,NOM_PROD10226,DES_PROD10226,4,3,398,5,4158,0,3471,19.81,N,378,477,A,"categoria no existe (id: 4)"
PROD010227,NOM_PROD10227,DES_PROD10227,4,1,107,3,3098,0,2787,11.16,N,101,128,I,"categoria no existe (id: 4)"
PROD010231,NOM_PROD10231,DES_PROD10231,5,2,427,5,2992,0,2569,16.5,S,405,512,I,"categoria no existe (id: 5)"
PROD010233,NOM_PROD10233,DES_PROD10233,5,2,378,4,3747,0,3350,11.86,S,359,453,A,"categoria no existe (id: 5)"
PROD010234,NOM_PROD10234,DES_PROD10234,4,3,222,4,3399,0,2908,16.89,N,210,266,A,"categoria no existe (id: 4)"
PROD010236,NOM_PROD10236,DES_PROD10236,4,1,18,1,3281,0,2736,19.95,N,17,21,I,"categoria no existe (id: 4)"
PROD010239,NOM_PROD10239,DES_PROD10239,5,1,363,3,2784,0,2498,11.47,S,344,435,I,"categoria no existe (id: 5)"
PROD010240,NOM_PROD10240,DES_PROD10240,4,3,32,5,4468,0,3959,12.86,S,30,38,A,"categoria no existe (id: 4)"
PROD010242,NOM_PROD10242,DES_PROD10242,5,2,394,1,3541,0,3072,15.29,N,374,472,A,"categoria no existe (id: 5)"
PROD010245,NOM_PROD10245,DES_PROD10245,4,3,64,1,3846,0,3215,19.63,S,60,76,A,"categoria no existe (id: 4)"
PROD010247,NOM_PROD10247,DES_PROD10247,5,3,384,2,2281,0,2012,13.39,S,364,460,A,"categoria no existe (id: 5)"
PROD010249,NOM_PROD10249,DES_PROD10249,5,1,474,2,4263,0,3820,11.61,N,450,568,I,"categoria no existe (id: 5)"
PROD010250,NOM_PROD10250,DES_PROD10250,4,1,334,2,2732,0,2413,13.25,N,317,400,I,"categoria no existe (id: 4)"
PROD010252,NOM_PROD10252,DES_PROD10252,5,1,386,5,3367,0,2981,12.96,S,366,463,A,"categoria no existe (id: 5)"
PROD010253,NOM_PROD10253,DES_PROD10253,4,2,458,2,2272,0,1944,16.9,N,435,549,A,"categoria no existe (id: 4)"
PROD010254,NOM_PROD10254,DES_PROD10254,5,2,376,5,3243,0,2910,11.45,N,357,451,I,"categoria no existe (id: 5)"
PROD010257,NOM_PROD10257,DES_PROD10257,4,1,190,5,4839,0,4038,19.85,S,180,228,I,"categoria no existe (id: 4)"
PROD010258,NOM_PROD10258,DES_PROD10258,5,3,122,1,3142,0,2841,10.62,N,115,146,I,"categoria no existe (id: 5)"
PROD010259,NOM_PROD10259,DES_PROD10259,4,2,388,3,5150,0,4465,15.36,N,368,465,I,"categoria no existe (id: 4)"
PROD010260,NOM_PROD10260,DES_PROD10260,5,1,255,5,2626,0,2320,13.23,N,242,306,A,"categoria no existe (id: 5)"
PROD010263,NOM_PROD10263,DES_PROD10263,4,3,232,2,3054,0,2677,14.11,N,220,278,A,"categoria no existe (id: 4)"
PROD010264,NOM_PROD10264,DES_PROD10264,5,2,202,2,4674,0,4088,14.35,N,191,242,A,"categoria no existe (id: 5)"
PROD010266,NOM_PROD10266,DES_PROD10266,4,1,64,1,5405,0,4793,12.77,S,60,76,I,"categoria no existe (id: 4)"
PROD010267,NOM_PROD10267,DES_PROD10267,5,2,262,4,5110,0,4432,15.31,N,248,314,A,"categoria no existe (id: 5)"
PROD010268,NOM_PROD10268,DES_PROD10268,4,1,298,1,2822,0,2492,13.27,S,283,357,A,"categoria no existe (id: 4)"
PROD010270,NOM_PROD10270,DES_PROD10270,4,2,281,4,3621,0,3194,13.4,N,266,337,A,"categoria no existe (id: 4)"
PROD010272,NOM_PROD10272,DES_PROD10272,5,3,285,4,4925,0,4298,14.59,S,270,342,A,"categoria no existe (id: 5)"
PROD010275,NOM_PROD10275,DES_PROD10275,4,3,408,5,3931,0,3278,19.95,N,387,489,I,"categoria no existe (id: 4)"
PROD010276,NOM_PROD10276,DES_PROD10276,4,2,244,2,4260,0,3669,16.12,S,231,292,I,"categoria no existe (id: 4)"
PROD010277,NOM_PROD10277,DES_PROD10277,4,3,349,5,5572,0,4700,18.56,N,331,418,A,"categoria no existe (id: 4)"
PROD010278,NOM_PROD10278,DES_PROD10278,4,3,99,4,5602,0,4940,13.42,S,94,118,I,"categoria no existe (id: 4)"
PROD010279,NOM_PROD10279,DES_PROD10279,4,1,111,1,3861,0,3249,18.86,N,105,133,I,"categoria no existe (id: 4)"
PROD010285,NOM_PROD10285,DES_PROD10285,4,1,291,1,3497,0,3142,11.31,S,276,349,I,"categoria no existe (id: 4)"
PROD010287,NOM_PROD10287,DES_PROD10287,4,2,322,5,4176,0,3673,13.72,N,305,386,I,"categoria no existe (id: 4)"
PROD010288,NOM_PROD10288,DES_PROD10288,4,2,475,3,3302,0,2960,11.57,S,451,570,I,"categoria no existe (id: 4)"
PROD010291,NOM_PROD10291,DES_PROD10291,4,2,170,4,4404,0,3956,11.33,N,161,204,I,"categoria no existe (id: 4)"
PROD010293,NOM_PROD10293,DES_PROD10293,4,1,230,3,3438,0,2983,15.28,S,218,276,A,"categoria no existe (id: 4)"
PROD010297,NOM_PROD10297,DES_PROD10297,5,1,3,1,4462,0,3775,18.21,S,2,3,A,"categoria no existe (id: 5)"
PROD010301,NOM_PROD10301,DES_PROD10301,4,3,247,4,3045,0,2688,13.29,N,234,296,I,"categoria no existe (id: 4)"
PROD010302,NOM_PROD10302,DES_PROD10302,4,3,129,5,5032,0,4483,12.26,S,122,154,A,"categoria no existe (id: 4)"
PROD010303,NOM_PROD10303,DES_PROD10303,4,3,459,5,4158,0,3497,18.91,N,436,550,A,"categoria no existe (id: 4)"
PROD010307,NOM_PROD10307,DES_PROD10307,4,2,425,1,3934,0,3283,19.83,N,403,510,I,"categoria no existe (id: 4)"
PROD010311,NOM_PROD10311,DES_PROD10311,5,2,39,2,3295,0,2860,15.24,N,37,46,I,"categoria no existe (id: 5)"
PROD010313,NOM_PROD10313,DES_PROD10313,4,3,439,3,4007,0,3447,16.25,S,417,526,A,"categoria no existe (id: 4)"
PROD010322,NOM_PROD10322,DES_PROD10322,5,3,453,1,3762,0,3181,18.27,S,430,543,I,"categoria no existe (id: 5)"
PROD010323,NOM_PROD10323,DES_PROD10323,4,1,38,1,5810,0,4960,17.14,S,36,45,A,"categoria no existe (id: 4)"
PROD010324,NOM_PROD10324,DES_PROD10324,4,1,289,3,4553,0,3923,16.06,S,274,346,A,"categoria no existe (id: 4)"
PROD010325,NOM_PROD10325,DES_PROD10325,5,3,307,2,4760,0,4175,14.03,N,291,368,A,"categoria no existe (id: 5)"
PROD010329,NOM_PROD10329,DES_PROD10329,4,1,84,3,3835,0,3257,17.75,N,79,100,A,"categoria no existe (id: 4)"
PROD010331,NOM_PROD10331,DES_PROD10331,4,1,226,2,5317,0,4608,15.39,N,214,271,A,"categoria no existe (id: 4)"
PROD010334,NOM_PROD10334,DES_PROD10334,4,3,355,4,2258,0,1964,15.01,S,337,426,A,"categoria no existe (id: 4)"
PROD010337,NOM_PROD10337,DES_PROD10337,4,1,47,4,5161,0,4605,12.09,S,44,56,I,"categoria no existe (id: 4)"
PROD010341,NOM_PROD10341,DES_PROD10341,4,3,347,4,4899,0,4286,14.32,N,329,416,A,"categoria no existe (id: 4)"
PROD010343,NOM_PROD10343,DES_PROD10343,5,3,369,4,2496,0,2253,10.83,S,350,442,I,"categoria no existe (id: 5)"
PROD010345,NOM_PROD10345,DES_PROD10345,4,3,310,1,5667,0,4978,13.85,N,294,372,A,"categoria no existe (id: 4)"
PROD010346,NOM_PROD10346,DES_PROD10346,4,2,34,3,2738,0,2474,10.68,S,32,40,I,"categoria no existe (id: 4)"
PROD010348,NOM_PROD10348,DES_PROD10348,4,2,483,1,2249,0,2033,10.66,N,458,579,I,"categoria no existe (id: 4)"
PROD010354,NOM_PROD10354,DES_PROD10354,4,2,97,3,3437,0,3104,10.75,S,92,116,A,"categoria no existe (id: 4)"
PROD010355,NOM_PROD10355,DES_PROD10355,4,3,243,5,4829,0,4052,19.2,N,230,291,A,"categoria no existe (id: 4)"
PROD010359,NOM_PROD10359,DES_PROD10359,4,1,483,1,3013,0,2677,12.56,N,458,579,A,"categoria no existe (id: 4)"
PROD010361,NOM_PROD10361,DES_PROD10361,5,3,176,1,2290,0,2075,10.39,N,167,211,I,"categoria no existe (id: 5)"
PROD010365,NOM_PROD10365,DES_PROD10365,5,1,94,1,2906,0,2523,15.2,S,89,112,I,"categoria no existe (id: 5)"
PROD010368,NOM_PROD10368,DES_PROD10368,5,2,344,5,4588,0,3925,16.9,S,326,412,I,"categoria no existe (id: 5)"
PROD010372,NOM_PROD10372,DES_PROD10372,4,1,344,5,2669,0,2353,13.47,S,326,412,A,"categoria no existe (id: 4)"
PROD010379,NOM_PROD10379,DES_PROD10379,4,1,166,3,3552,0,2997,18.52,N,157,199,I,"categoria no existe (id: 4)"
PROD010382,NOM_PROD10382,DES_PROD10382,4,1,169,5,2680,0,2424,10.6,N,160,202,I,"categoria no existe (id: 4)"
PROD010383,NOM_PROD10383,DES_PROD10383,5,2,69,1,2542,0,2305,10.29,N,65,82,A,"categoria no existe (id: 5)"
PROD010384,NOM_PROD10384,DES_PROD10384,5,3,400,2,3324,0,3021,10.05,N,380,480,I,"categoria no existe (id: 5)"
PROD010390,NOM_PROD10390,DES_PROD10390,4,1,203,5,4973,0,4190,18.69,S,192,243,A,"categoria no existe (id: 4)"
PROD010396,NOM_PROD10396,DES_PROD10396,5,3,202,5,3953,0,3542,11.63,S,191,242,I,"categoria no existe (id: 5)"
PROD010399,NOM_PROD10399,DES_PROD10399,4,2,299,1,2219,0,1967,12.83,S,284,358,A,"categoria no existe (id: 4)"
PROD010400,NOM_PROD10400,DES_PROD10400,4,2,427,4,3955,0,3538,11.8,N,405,512,A,"categoria no existe (id: 4)"
PROD010402,NOM_PROD10402,DES_PROD10402,5,1,319,1,4801,0,4015,19.6,S,303,382,A,"categoria no existe (id: 5)"
PROD010405,NOM_PROD10405,DES_PROD10405,5,3,360,4,3897,0,3515,10.88,N,342,432,I,"categoria no existe (id: 5)"
PROD010407,NOM_PROD10407,DES_PROD10407,5,3,406,5,4612,0,4028,14.52,N,385,487,A,"categoria no existe (id: 5)"
PROD010412,NOM_PROD10412,DES_PROD10412,5,3,238,3,5736,0,4913,16.76,N,226,285,A,"categoria no existe (id: 5)"
PROD010414,NOM_PROD10414,DES_PROD10414,5,2,229,5,5606,0,4721,18.76,S,217,274,I,"categoria no existe (id: 5)"
PROD010415,NOM_PROD10415,DES_PROD10415,5,1,388,4,3346,0,2797,19.66,N,368,465,A,"categoria no existe (id: 5)"
PROD010417,NOM_PROD10417,DES_PROD10417,4,3,119,2,2364,0,2078,13.81,S,113,142,I,"categoria no existe (id: 4)"
